WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-06-26 13:18:53.816 (   0.000s) [        D6ED4480]      dylib_platform.cc:47       1| DylibPlatform::SubclassInitialize
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.700 (   3.883s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.700 (   3.884s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.707 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     client_instance.cc:375      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.891s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-06-26 13:18:57.708 (   3.892s) [        D6ED4480]     buffer_instance.cc:455      1| BufferInstance::PJRT_Buffer_IsDeleted
[HET DEBUG PJRT] StableHLO module before:
[HET DEBUG PJRT] StableHLO module after:
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:335      1| ClientInstance::PJRT_Client_Compile
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:336      1| [HET DEBUG] Compile Args start
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:337      1| Program code: MLïRStableHLO_v1.10.8
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:338      1| Program code size: 1111
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:339      1| Program format: mlir
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:340      1| Compile options: Iÿÿÿÿÿÿÿÿÿ (0J,

2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]     client_instance.cc:341      1| [HET DEBUG] Compile Args end
2025-06-26 13:18:57.713 (   3.897s) [        D6ED4480]      module_builder.cc:94       1| ModuleBuilder::buildModule
2025-06-26 13:18:57.715 (   3.898s) [        D6ED4480]      module_builder.cc:143      1| VHLO Module:
module @SyncTensorsGraph.13 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=2, \22_axis_1\22=4]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  vhlo.func_v1 @main(%arg0: !vhlo.tensor_v1<!vhlo.f32_v1>, %arg1: !vhlo.tensor_v1<8192x4096x!vhlo.f32_v1>, %arg2: !vhlo.tensor_v1<1024x8192x!vhlo.f32_v1>) -> (!vhlo.tensor_v1<2048x4096x!vhlo.f32_v1>) {
    %0 = "vhlo.dot_general_v2"(%arg2, %arg1) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<1024x8192x!vhlo.f32_v1>, !vhlo.tensor_v1<8192x4096x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>
    %1 = "vhlo.broadcast_in_dim_v1"(%arg0) <{broadcast_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>}> : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>
    %2 = "vhlo.add_v1"(%0, %1) : (!vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>, !vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>
    %3 = "vhlo.all_gather_v2"(%2) <{all_gather_dim = #vhlo.integer_v1<0 : i64>, channel_id = #vhlo.integer_v1<0 : i64>, replica_groups = #vhlo.tensor_v1<dense<[[0, 4], [1, 5], [2, 6], [3, 7]]> : tensor<4x2xi64>>, use_global_device_ids = #vhlo.bool_v1<false>}> : (!vhlo.tensor_v1<1024x4096x!vhlo.f32_v1>) -> !vhlo.tensor_v1<2048x4096x!vhlo.f32_v1>
    "vhlo.return_v1"(%3) : (!vhlo.tensor_v1<2048x4096x!vhlo.f32_v1>) -> ()
  } {arg_attrs = #vhlo.array_v1<[#vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, []>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{replicated}">}>, #vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{}, {}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{replicated}">}>, #vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{\22_axis_0\22}, {}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[2,1,4]<=[8] last_tile_dim_replicate}">}>]>, res_attrs = #vhlo.array_v1<[]>, sym_visibility = #vhlo.string_v1<"">}
}
2025-06-26 13:18:57.720 (   3.903s) [        D6ED4480]      module_builder.cc:184      1| SHLO Module:
module @SyncTensorsGraph.13 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0"=2, "_axis_1"=4]>
  func.func @main(%arg0: tensor<f32> {sdy.sharding = #sdy.sharding<@mesh, []>}, %arg1: tensor<8192x4096xf32> {sdy.sharding = #sdy.sharding<@mesh, [{}, {}]>}, %arg2: tensor<1024x8192xf32> {sdy.sharding = #sdy.sharding<@mesh, [{"_axis_0"}, {}]>}) -> (tensor<2048x4096xf32> {sdy.sharding = #sdy.sharding<@mesh, [{"_axis_0"}, {}]>}) {
    %0 = stablehlo.dot_general %arg2, %arg1, contracting_dims = [1] x [0] {sdy.sharding = #sdy.sharding_per_value<[<@mesh, [{"_axis_0"}, {}]>]>} : (tensor<1024x8192xf32>, tensor<8192x4096xf32>) -> tensor<1024x4096xf32>
    %1 = stablehlo.broadcast_in_dim %arg0, dims = [] {sdy.sharding = #sdy.sharding_per_value<[<@mesh, [{"_axis_0"}, {}]>]>} : (tensor<f32>) -> tensor<1024x4096xf32>
    %2 = stablehlo.add %0, %1 {sdy.sharding = #sdy.sharding_per_value<[<@mesh, [{"_axis_0"}, {}]>]>} : tensor<1024x4096xf32>
    %3 = "stablehlo.all_gather"(%2) <{all_gather_dim = 0 : i64, replica_groups = dense<[[0, 4], [1, 5], [2, 6], [3, 7]]> : tensor<4x2xi64>}> {sdy.sharding = #sdy.sharding_per_value<[<@mesh, [{"_axis_0"}, {}]>]>} : (tensor<1024x4096xf32>) -> tensor<2048x4096xf32>
    return %3 : tensor<2048x4096xf32>
  }
}
2025-06-26 13:18:57.722 (   3.906s) [        D6ED4480]      module_builder.cc:420      1| TTIR Module:
module @SyncTensorsGraph.13 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 2x4>]>} {
  func.func @main(%arg0: tensor<1xf32, #ttcore.mesh_sharding<"mesh">>, %arg1: tensor<8192x4096xf32, #ttcore.mesh_sharding<"mesh">>, %arg2: tensor<1024x8192xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>) -> tensor<2048x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>> {
    %0 = "ttir.dot_general"(%arg2, %arg1) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<1024x8192xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>, tensor<8192x4096xf32, #ttcore.mesh_sharding<"mesh">>) -> tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %1 = ttir.empty() : tensor<1x1xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %2 = "ttir.reshape"(%arg0, %1) <{shape = [1 : i32, 1 : i32]}> : (tensor<1xf32, #ttcore.mesh_sharding<"mesh">>, tensor<1x1xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>) -> tensor<1x1xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %3 = ttir.empty() : tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %4 = "ttir.broadcast"(%2, %3) <{broadcast_dimensions = array<i64: 1024, 4096>}> : (tensor<1x1xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>, tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>) -> tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %5 = ttir.empty() : tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %6 = "ttir.add"(%0, %4, %5) : (tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>, tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>, tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>) -> tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %7 = ttir.empty() : tensor<2048x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    %8 = "ttir.all_gather"(%6, %7) <{all_gather_dim = 0 : si32, cluster_axis = 0 : ui32}> : (tensor<1024x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>, tensor<2048x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>) -> tensor<2048x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
    return %8 : tensor<2048x4096xf32, #ttcore.mesh_sharding<"mesh", [ 2(0),  1]>>
  }
}
2025-06-26 13:18:57.723 (   3.906s) [        D6ED4480]      module_builder.cc:470   WARN| `mhlo.num_partitions` attribute not found, assuming default number of partitions: 1
2025-06-26 13:18:57.723 (   3.906s) [        D6ED4480]      module_builder.cc:484   WARN| `mhlo.num_replicas` attribute not found, assuming default number of replicas: 1
2025-06-26 13:18:57.723 (   3.906s) [        D6ED4480]      module_builder.cc:494   WARN| Num replicas and num partitions are not set, inferring the number of devices from mesh shape
2025-06-26 13:18:57.723 (   3.906s) [        D6ED4480]      module_builder.cc:501   WARN| Mesh shape: { 2, 4, }
2025-06-26 13:18:57.730 (   3.913s) [        D6ED4480]      module_builder.cc:538      1| TTNN Module:
module @SyncTensorsGraph.13 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 2x4>]>} {
  ttcore.device_module {
